Name,Brand,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
Maruti Baleno Alpha,Maruti,Mumbai,2016,12208,Petrol,Manual,First,21.4,1197,83.1,5,8.78,6.75
Chevrolet Optra Magnum 2.0 LT,Chevrolet,Chennai,2011,55000,Diesel,Manual,First,16.52,1991,123.7,5,,3.95
Hyundai Verna 1.6 SX VTVT (O),Hyundai,Mumbai,2011,61600,Petrol,Manual,First,17.1,1591,121.3,5,,4.2
Honda City 1.5 V MT,Honda,Hyderabad,2016,28414,Petrol,Manual,First,17,1497,118,5,,8.4
Volkswagen Polo GT TSI,Volkswagen,Mumbai,2017,27853,Petrol,Automatic,First,17.21,1197,103.5,5,11.26,8.25
Honda Brio E MT,Honda,Bangalore,2013,55116,Petrol,Manual,First,19.4,1198,86.8,5,,3.31
Maruti Swift Dzire VDI,Maruti,Ahmedabad,2017,26000,Diesel,Manual,First,26.59,1248,74,5,,7.5
Honda City 1.5 V MT Exclusive,Honda,Pune,2012,45496,Petrol,Manual,First,17,1497,118,5,,4.75
Mahindra Ssangyong Rexton RX7,Mahindra,Pune,2013,76000,Diesel,Automatic,Second,11.18,2696,184,7,,8.79
Skoda Superb Elegance 1.8 TSI MT,Skoda,Pune,2014,136000,Petrol,Manual,First,13.1,1798,157.75,5,,9.5
Hyundai Santro GLS II - Euro II,Hyundai,Pune,2009,100000,Petrol,Manual,First,0,,,,,1.6
Maruti Alto LXi,Maruti,Kolkata,2010,38127,Petrol,Manual,First,19.7,796,46.3,5,,1.55
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),Hyundai,Jaipur,2014,82450,Diesel,Manual,First,23,1396,90,5,,5.85
Ford Ecosport 1.5 Ti VCT MT Trend,Ford,Coimbatore,2014,62497,Petrol,Manual,First,15.8,1499,110,5,,7.52
Nissan Micra Diesel XV,Nissan,Hyderabad,2011,86732,Diesel,Manual,First,23.08,1461,63.1,5,,3.6
Honda Brio E MT,Honda,Kochi,2016,27969,Petrol,Manual,First,19.4,1198,86.8,5,,4.73
Mahindra Ssangyong Rexton RX7,Mahindra,Delhi,2013,66372,Diesel,Automatic,First,11.18,2696,184,7,,10.5
BMW 7 Series 730Ld Sedan,BMW,Coimbatore,2013,73525,Diesel,Automatic,First,16.46,2993,258,5,,34.54
Hyundai Grand i10 1.2 Kappa Sportz,Hyundai,Kochi,2018,20689,Petrol,Manual,First,18.9,1197,81.86,5,6.68,6.07
Maruti Baleno Delta 1.2,Maruti,Coimbatore,2018,25093,Petrol,Manual,First,21.4,1197,83.1,5,,7.76
Mahindra Xylo E8 ABS BS IV,Mahindra,Coimbatore,2016,49176,Diesel,Manual,First,11.68,2498,112,8,,7.46
Renault Fluence Diesel E4,Renault,Delhi,2012,87510,Diesel,Manual,First,21.8,1461,78,5,,3.49
Hyundai i20 1.2 Magna,Hyundai,Coimbatore,2012,38214,Petrol,Manual,Second,18.5,1197,80,5,,4.05
Mitsubishi Pajero 2.8 SFX,Mitsubishi,Kochi,2013,48986,Diesel,Manual,First,10.5,2835,107.2,6,,11.88
Toyota Corolla Altis 2008-2013 1.8 VL AT,Toyota,Pune,2011,88000,Petrol,Automatic,First,14.53,1794,138.1,5,,6.45
BMW X5 X5 M,BMW,Pune,2015,69002,Diesel,Automatic,First,15.97,2993,258,5,,50
BMW 3 Series 2005-2011 325i Sedan,BMW,Pune,2011,43706,Petrol,Automatic,First,10.9,2497,215,5,,9
Hyundai Creta 1.6 CRDi AT SX Plus,Hyundai,Coimbatore,2016,58671,Diesel,Automatic,First,17.01,1582,126.2,5,,14.25
Mahindra TUV 300 2015-2019 T8,Mahindra,Coimbatore,2017,49404,Diesel,Manual,First,18.49,1493,100,7,,7.36
Mahindra Scorpio VLX 2.2 mHawk BSIII,Mahindra,Delhi,2010,72000,Diesel,Manual,First,12.05,2179,120,8,,4.4
Renault KWID RXT,Renault,Mumbai,2016,24000,Petrol,Manual,First,25.17,799,53.3,5,,3.1
Renault KWID 1.0 RXT Optional AMT,Renault,Coimbatore,2017,53285,Petrol,Automatic,First,22.5,999,67,5,5.42,4.28
Maruti Swift VXi BSIV,Maruti,Pune,2017,12000,Petrol,Manual,First,16.1,1197,85,5,,5.5
Skoda Laura 1.9 TDI AT Ambiente,Skoda,Kolkata,2012,45000,Diesel,Automatic,First,17,1896,105,5,,6.99
Maruti Alto 800 2016-2019 VXI,Maruti,Coimbatore,2018,26234,Petrol,Manual,First,24.7,796,47.3,5,,4.29
Maruti Swift VXI,Maruti,Delhi,2014,55000,Petrol,Manual,First,18.6,1197,85.8,5,,4.2
Hyundai i20 1.4 CRDi Sportz,Hyundai,Pune,2012,90000,Diesel,Manual,First,23,1396,90,5,,4.11
Audi Q3 2012-2015 35 TDI Quattro Premium,Audi,Mumbai,2015,48000,Diesel,Automatic,First,15.73,1968,174.33,5,,18.75
Mercedes-Benz GLE 350d,Mercedes,Mumbai,2017,19863,Diesel,Automatic,First,11.57,2987,254.79,5,91.23,64.95
Hyundai i10 Era,Hyundai,Mumbai,2010,55000,Petrol,Manual,Second,19.81,1086,68.05,5,,1.59
Maruti Wagon R LXI Optional,Maruti,Kolkata,2016,4800,Petrol,Manual,First,20.51,998,67.04,5,,3.6
Honda City i VTEC V,Honda,Kochi,2017,38607,Petrol,Manual,Second,17.8,1497,117.3,5,,7.87
Hyundai Grand i10 1.2 Kappa Sportz,Hyundai,Mumbai,2018,3958,Petrol,Manual,First,18.9,1197,81.86,5,7.14,5.55
Honda City i DTEC VX,Honda,Jaipur,2014,74000,Diesel,Manual,Second,25.1,1498,98.6,5,,6.4
Maruti Swift Dzire VXi,Maruti,Mumbai,2009,54540,Petrol,Manual,Third,17.5,1298,85.8,5,,2.65
Maruti Swift Dzire ZXi,Maruti,Delhi,2015,58400,Petrol,Manual,First,17.5,1298,85.8,5,,5.5
Mahindra XUV500 W8 2WD,Mahindra,Kochi,2013,73648,Diesel,Manual,First,15.1,2179,140,7,,7.31
Maruti Ciaz ZDi Plus SHVS,Maruti,Jaipur,2016,83000,Diesel,Manual,First,28.09,1248,88.5,5,,7.1
Hyundai Verna 1.6 SX CRDi (O),Hyundai,Kochi,2016,16159,Diesel,Manual,First,22.32,1582,126.32,5,,7.83
Hyundai Accent CRDi,Hyundai,Mumbai,2005,150000,Diesel,Manual,First,13.1,1493,82,5,,0.85
Honda Brio S MT,Honda,Mumbai,2014,22100,Petrol,Manual,First,19.4,1198,86.8,5,,3.55
Hyundai i20 Active 1.2 SX,Hyundai,Coimbatore,2017,35043,Petrol,Manual,First,17.19,1197,81.86,5,,8.19
BMW 3 Series 320d Sport Line,BMW,Pune,2018,24000,Diesel,Automatic,First,18.88,1995,184,5,,28
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Volkswagen,Chennai,2015,480000,Diesel,Automatic,First,16.96,1968,138.03,5,,13
Volkswagen Polo Petrol Highline 1.6L,Volkswagen,Chennai,2011,70000,Petrol,Manual,Second,15.26,1598,103.5,5,,3.29
Maruti Swift VXi BSIV,Maruti,Pune,2015,13769,Petrol,Manual,Second,16.1,1197,85,5,,4.41
Renault Duster 110PS Diesel RxZ,Renault,Kolkata,2013,58000,Diesel,Manual,First,19.01,1461,108.45,5,,4.99
BMW X3 xDrive 20d Luxury Line,BMW,Hyderabad,2009,58000,Diesel,Automatic,First,18.56,1995,190,5,69.59,17.98
Fiat Avventura MULTIJET Emotion,Fiat,Coimbatore,2018,18705,Diesel,Manual,First,20.5,1248,91.72,5,,7.71
Maruti Wagon R Stingray VXI,Maruti,Delhi,2013,32378,Petrol,Manual,First,20.51,998,67.04,5,,2.8
Chevrolet Sail Hatchback LS ABS,Chevrolet,Kolkata,2013,45000,Diesel,Manual,First,22.1,1248,76.9,5,,3
Mahindra XUV500 W8 2WD,Mahindra,Coimbatore,2015,36836,Diesel,Manual,First,15.1,2179,140,7,,12.49
Tata Zest Quadrajet 1.3,Tata,Kochi,2016,54199,Diesel,Manual,First,23,1248,88.8,5,,5
BMW X3 xDrive20d xLine,BMW,Kochi,2017,36935,Diesel,Automatic,First,18.56,1995,190,5,,32.64
Maruti Swift VDI BSIV,Maruti,Chennai,2015,23000,Diesel,Manual,First,25.2,1248,74,5,,6.5
BMW 5 Series 2013-2017 520d Luxury Line,BMW,Bangalore,2015,14000,Diesel,Automatic,First,18.12,1995,190,5,,35
Tata Indigo CS eVX,Tata,Chennai,2015,100073,Diesel,Manual,Second,25,1396,69.01,5,,2
Mahindra XUV500 W8 2WD,Mahindra,Kochi,2015,59182,Diesel,Manual,First,15.1,2179,140,7,,9.46
Audi Q7 35 TDI Quattro Premium Plus,Audi,Kochi,2016,72132,Diesel,Automatic,Second,12.07,2967,241.4,7,,39
BMW 5 Series 2003-2012 520d,BMW,Hyderabad,2009,79000,Diesel,Automatic,First,18.48,1995,177,5,,15
Hyundai Verna 1.6 SX VTVT (O),Hyundai,Coimbatore,2013,66930,Petrol,Manual,First,17.1,1591,121.3,5,,6.15
Hyundai Santa Fe 4WD AT,Hyundai,Pune,2015,100000,Diesel,Automatic,Second,13.01,2199,194.3,7,,14.5
Hyundai Santro GLS II - Euro II,Hyundai,Bangalore,2012,43000,Petrol,Manual,First,0,,,,,3.25
Maruti Wagon R AMT VXI,Maruti,Kochi,2018,27413,Petrol,Automatic,First,20.51,998,67,5,,5.18
Maruti Wagon R LX BSIII,Maruti,Pune,2007,90000,Petrol,Manual,Second,17.3,1061,64,5,,1.24
Hyundai i20 Sportz 1.2,Hyundai,Kolkata,2013,40300,Petrol,Manual,First,18.5,1197,82.85,5,,2.8
Skoda Superb Elegance 1.8 TSI AT,Skoda,Kochi,2011,73783,Petrol,Automatic,Second,13.7,1798,157.75,5,,5.23
Hyundai Getz GLS,Hyundai,Pune,2005,86000,Petrol,Manual,Second,15.3,1341,83,5,,0.45
Maruti Wagon R LXI BS IV,Maruti,Delhi,2014,65694,Petrol,Manual,First,18.9,998,67.1,5,,3.25
Maruti Omni MPI CARGO BSIV,Maruti,Kolkata,2015,23000,Petrol,Manual,First,16.8,796,34.2,5,,1.5
Hyundai i10 Magna 1.2,Hyundai,Mumbai,2012,51000,Petrol,Manual,First,20.36,1197,78.9,5,,2.85
Renault KWID 1.0 RXT Optional,Renault,Kochi,2018,18335,Petrol,Manual,First,21.7,999,67,5,4.61,4.5
Mercedes-Benz B Class 2012-2015 B200 Sport CDI,Mercedes,Bangalore,2014,36000,Diesel,Automatic,First,15,2147,107.3,5,,16.25
Volkswagen Polo GT TSI,Volkswagen,Mumbai,2017,25000,Petrol,Automatic,First,17.21,1197,103.5,5,11.26,7.75
Mahindra Scorpio VLX 4WD,Mahindra,Bangalore,2007,81000,Diesel,Manual,Third,12.05,2179,120,8,,4.35
Toyota Fortuner 2.8 2WD AT,Toyota,Kochi,2019,21719,Diesel,Automatic,First,12.9,2755,174.5,7,37.38,33.13
Chevrolet Beat Diesel LT,Chevrolet,Coimbatore,2013,75421,Diesel,Manual,First,25.44,936,56.3,5,,3.63
Toyota Innova 2.5 G4 Diesel 8-seater,Toyota,Delhi,2010,80000,Diesel,Manual,First,12.8,2494,102,8,,4.75
Maruti Swift Dzire VXI,Maruti,Kochi,2018,10671,Petrol,Manual,First,20.85,1197,83.14,5,,6.51
Renault KWID Climber 1.0 MT,Renault,Hyderabad,2018,4126,Petrol,Manual,First,21.7,999,67,5,5.3,4.8
Tata Bolt Quadrajet XM,Tata,Hyderabad,2017,98500,Diesel,Manual,First,22.95,1248,74,5,7.97,6
Hyundai Grand i10 Asta,Hyundai,Coimbatore,2016,61578,Petrol,Manual,First,18.9,1197,82,5,,6.4
Volkswagen Vento 1.5 TDI Highline,Volkswagen,Ahmedabad,2014,54000,Diesel,Manual,First,20.34,1498,103.2,5,,4.9
Audi A6 2011-2015 2.0 TDI,Audi,Coimbatore,2013,70998,Diesel,Automatic,First,17.68,1968,174.33,5,,20.57
Maruti Swift Dzire Ldi BSIV,Maruti,Kolkata,2015,40082,Diesel,Manual,First,19.3,1248,73.9,5,,4.76
Chevrolet Spark 1.0 LT,Chevrolet,Kochi,2012,50619,Petrol,Manual,First,18,995,62,5,,2
BMW 3 Series 320d,BMW,Coimbatore,2009,103905,Diesel,Automatic,First,22.69,1995,190,5,43.31,9.92
Hyundai EON Era Plus,Hyundai,Kochi,2018,15334,Petrol,Manual,First,21.1,814,55.2,5,,3.69
Maruti Swift Dzire VDI,Maruti,Hyderabad,2013,69000,Diesel,Manual,First,23.4,1248,74,5,,5.75
Volkswagen CrossPolo 1.5 TDI,Volkswagen,Hyderabad,2014,75160,Diesel,Manual,First,20.14,1498,88.5,5,,5.7
Honda Amaze E i-Vtech,Honda,Coimbatore,2014,44753,Petrol,Manual,First,18,1198,86.7,5,,4.94
Volkswagen Vento Petrol Highline AT,Volkswagen,Kochi,2012,53024,Petrol,Automatic,First,14.4,1598,103.6,5,,4.29
Maruti Wagon R Stingray VXI,Maruti,Kolkata,2014,23840,Petrol,Manual,First,20.51,998,67.04,5,,3
Volkswagen Polo 1.5 TDI Highline,Volkswagen,Hyderabad,2014,81298,Diesel,Manual,First,20.14,1498,88.8,5,,6.5
Volkswagen Polo Petrol Comfortline 1.2L,Volkswagen,Jaipur,2015,59000,Petrol,Manual,Second,16.47,1198,73.9,5,,4.9
Honda Amaze SX i-DTEC,Honda,Kochi,2016,51806,Diesel,Manual,First,25.8,1498,98.6,5,,5.4
Audi A6 35 TDI Matrix,Audi,Delhi,2014,56000,Diesel,Automatic,First,18.53,1968,187.74,5,59.38,24
Tata Tigor 1.05 Revotorq XZ Option,Tata,Kochi,2019,29279,Diesel,Manual,First,24.7,1047,69,5,,7.46
Volkswagen Vento 1.5 TDI Highline AT,Volkswagen,Kochi,2017,33550,Diesel,Automatic,First,21.5,1498,108.5,5,15.86,9.6
Audi A6 35 TDI Matrix,Audi,Hyderabad,2014,62000,Diesel,Automatic,First,18.53,1968,187.74,5,67.1,25
Nissan Terrano XL 110 PS,Nissan,Hyderabad,2014,66000,Diesel,Manual,First,19.01,1461,108.5,5,,6.8
Skoda Rapid 1.5 TDI AT Elegance,Skoda,Coimbatore,2016,46630,Diesel,Automatic,First,21.66,1498,103.52,5,,8.59
Ford Figo Aspire 1.5 TDCi Trend,Ford,Hyderabad,2016,72566,Diesel,Manual,First,25.83,1498,99,5,,5.29
Tata Venture EX,Tata,Pune,2011,51482,Diesel,Manual,First,15.42,1405,70,8,,2.5
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Mercedes,Chennai,2011,90000,Diesel,Automatic,First,14.84,2143,167.62,5,,13.9
Toyota Fortuner 4x2 Manual,Toyota,Jaipur,2014,69000,Diesel,Manual,Second,13,2982,168.5,7,,20
Honda City 1.5 V MT,Honda,Delhi,2011,90000,Petrol,Manual,Second,17,1497,118,5,,3.4
Hyundai i20 Asta Option 1.2,Hyundai,Mumbai,2015,39000,Petrol,Manual,First,18.6,1197,81.83,5,,5.5
Volkswagen Vento Diesel Trendline,Volkswagen,Hyderabad,2012,110000,Diesel,Manual,Second,20.54,1598,103.6,5,,3.65
Ford Endeavour 2.5L 4X2 MT,Ford,Kochi,2011,68022,Diesel,Manual,First,13.1,2499,141,7,,5.86
Ford EcoSport 1.5 Petrol Titanium Plus AT,Ford,Coimbatore,2018,27852,Petrol,Automatic,First,14.8,1497,121.36,5,14.1,10.44
Maruti Swift VDI BSIV,Maruti,Bangalore,2013,58291,Diesel,Manual,First,17.8,1248,null,5,,5
Hyundai i20 Sportz Diesel,Hyundai,Coimbatore,2011,68439,Diesel,Manual,First,23,1396,90,5,,3.37
Toyota Innova 2.5 VX (Diesel) 8 Seater,Toyota,Delhi,2011,150000,Diesel,Manual,First,12.99,2494,100.6,8,,6.95
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Tata,Mumbai,2018,14000,Diesel,Manual,First,21.5,1497,108.5,5,12.22,9.9
Ford Figo Diesel Titanium,Ford,Hyderabad,2012,71558,Diesel,Manual,First,20,1399,68.05,5,,3.3
Porsche Panamera Diesel,Porsche,Delhi,2013,48000,Diesel,Automatic,Second,17.85,2967,300,4,,50.5
Hyundai Creta 1.6 CRDi AT SX Plus,Hyundai,Jaipur,2015,65800,Diesel,Automatic,First,17.01,1582,126.2,5,,12.5
Audi A4 2.0 TDI Multitronic,Audi,Hyderabad,2014,53000,Diesel,Automatic,First,16.55,1968,140,5,,20.5
Mahindra XUV500 W8 4WD,Mahindra,Kolkata,2017,14600,Diesel,Manual,First,16,2179,140,7,,14.5
Isuzu MUX 4WD,Isuzu,Jaipur,2017,34429,Diesel,Automatic,First,13.8,2999,174.57,7,33.68,20
Maruti Swift Dzire VDI,Maruti,Delhi,2014,52000,Diesel,Manual,First,23.4,1248,74,5,,5.25
Maruti Ciaz ZXi,Maruti,Kolkata,2015,25470,Petrol,Manual,First,20.73,1373,91.1,5,,5.9
Hyundai EON Era Plus,Hyundai,Pune,2013,22000,Petrol,Manual,First,21.1,814,55.2,5,,2.6
Mercedes-Benz E-Class 280 CDI,Mercedes,Chennai,2007,75000,Diesel,Automatic,First,11,2987,198.5,5,,11
BMW 5 Series 2003-2012 520d,BMW,Pune,2011,95995,Diesel,Automatic,First,18.48,1995,177,5,,15.5
Hyundai Grand i10 1.2 CRDi Sportz Option,Hyundai,Jaipur,2017,26877,Diesel,Manual,First,24,1186,73.97,5,,5.75
Jaguar XJ 3.0L Portfolio,Jaguar,Hyderabad,2015,26000,Diesel,Automatic,First,14.47,2993,301.73,5,,75
Maruti Swift Ldi BSIII,Maruti,Chennai,2007,140000,Diesel,Manual,Second,17.8,1248,75,5,,2
Hyundai Santro Xing GLS,Hyundai,Hyderabad,2008,95291,Petrol,Manual,First,17.92,1086,62.1,5,,2.3
Toyota Innova 2.5 V Diesel 8-seater,Toyota,Hyderabad,2009,135000,Diesel,Manual,Second,12.8,2494,102,8,,8.2
Hyundai i20 Sportz 1.2,Hyundai,Kolkata,2015,32000,Petrol,Manual,First,18.6,1197,81.83,5,,4.8
Mercedes-Benz E-Class 280 CDI,Mercedes,Mumbai,2008,68333,Diesel,Automatic,Second,11,2987,198.5,5,,8.5
Ford Figo Diesel ZXI,Ford,Chennai,2011,72000,Diesel,Manual,First,20,1399,68,5,,2.9
Toyota Corolla Altis 1.4 DG,Toyota,Ahmedabad,2012,52100,Diesel,Manual,First,21.43,1364,86.79,5,19.27,6.5
Hyundai Grand i10 1.2 Kappa Sportz,Hyundai,Jaipur,2018,10000,Petrol,Manual,First,18.9,1197,81.86,5,6.96,5.85
Jeep Compass 2.0 Limited 4X4,Jeep,Coimbatore,2019,6261,Diesel,Manual,First,16.3,1956,170,5,26.95,23.91
Maruti Ignis 1.2 AMT Alpha,Maruti,Coimbatore,2019,3906,Petrol,Automatic,First,20.89,1197,81.8,5,7.96,7.36
Toyota Fortuner 3.0 Diesel,Toyota,Pune,2014,55960,Diesel,Manual,First,11.5,2982,171,7,,17.25
Volkswagen Vento Diesel Highline,Volkswagen,Jaipur,2013,144000,Diesel,Manual,First,20.54,1598,103.6,5,,7
Toyota Innova Crysta 2.4 VX MT,Toyota,Mumbai,2017,38000,Diesel,Manual,First,13.68,2393,147.8,7,23.06,17.65
Ford Figo Diesel Celebration Edition,Ford,Jaipur,2013,51000,Diesel,Manual,First,20,1399,68.1,5,,2.5
Toyota Platinum Etios 1.4 GXD,Toyota,Hyderabad,2015,150000,Diesel,Manual,First,23.59,1364,67.05,5,9.58,6
Mahindra Thar DI 4X4,Mahindra,Mumbai,2018,2500,Diesel,Manual,First,18.06,2523,63,7,,8.25
Land Rover Range Rover HSE Dynamic,Land,Kochi,2018,41661,Diesel,Automatic,First,12.7,2179,187.7,5,,44.83
BMW 3 Series 320d Highline,BMW,Delhi,2011,64000,Diesel,Automatic,First,16.07,1995,181,5,,10.5
Hyundai Accent GLS,Hyundai,Bangalore,2008,80000,Petrol,Manual,Second,13.2,1495,94,5,,1.9
Maruti Celerio ZXI AT,Maruti,Jaipur,2016,30000,Petrol,Automatic,Second,23.1,998,67.04,5,,4.25
Jaguar XF 2.2 Litre Luxury,Jaguar,Chennai,2014,43000,Diesel,Automatic,Second,16.36,2179,187.7,5,,26.5
Audi A6 2.7 TDI,Audi,Bangalore,2013,90000,Diesel,Automatic,Second,12.4,2698,179.5,5,,22.5
Nissan Micra Diesel XV,Nissan,Hyderabad,2011,123880,Diesel,Manual,First,23.08,1461,63.1,5,,3.3
Honda Amaze S i-Vtech,Honda,Jaipur,2015,42000,Petrol,Manual,Second,18,1198,86.7,5,,4.3
Renault Duster 85PS Diesel RxL Option,Renault,Chennai,2012,79824,Diesel,Manual,First,19.87,1461,83.8,5,,5.25
Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota,Jaipur,2015,75000,Diesel,Manual,First,12.99,2494,100.6,8,,11.75
Honda Amaze E i-Vtech,Honda,Ahmedabad,2014,72411,Petrol,Manual,First,18,1198,86.7,5,,4.25
Mercedes-Benz New C-Class C 250 CDI Elegance,Mercedes,Delhi,2012,63000,Diesel,Automatic,First,14.94,2143,204,5,,14.22
Toyota Etios Liva G,Toyota,Chennai,2015,53713,Petrol,Manual,First,17.71,1197,78.9,5,,4.2
Toyota Innova Crysta 2.8 GX AT 8S,Toyota,Delhi,2017,18000,Diesel,Automatic,First,11.36,2755,171.5,8,20.8,18.25
Mercedes-Benz New C-Class 200 CDI Elegance,Mercedes,Bangalore,2013,51000,Diesel,Manual,First,15.8,2148,170,5,,18.5
Maruti Swift VXI BSIII,Maruti,Chennai,2008,86700,Petrol,Manual,Second,16.1,1298,88.2,5,,2.4
Maruti Baleno Alpha 1.3,Maruti,Kolkata,2016,29000,Diesel,Manual,First,27.39,1248,74,5,,6.5
Hyundai Santro Xing GL Plus LPG,Hyundai,Hyderabad,2014,56000,LPG,Manual,First,13.45,1086,62.1,5,,3.2
Maruti Celerio VXI AT,Maruti,Mumbai,2015,33000,Petrol,Automatic,First,23.1,998,67.04,5,,3.99
Ford Ecosport 1.5 DV5 MT Ambiente,Ford,Kochi,2014,64394,Diesel,Manual,First,22.7,1498,89.84,5,,5.45
Tata Manza Aura Quadrajet,Tata,Hyderabad,2010,76000,Diesel,Manual,First,18.8,1248,90,5,,2.7
Honda Jazz 1.5 SV i DTEC,Honda,Mumbai,2016,48719,Diesel,Manual,First,27.3,1498,98.6,5,,6.25
Mahindra XUV500 W8 2WD,Mahindra,Coimbatore,2016,59711,Diesel,Manual,First,15.1,2179,140,7,,13.28
Nissan Micra Diesel XV Premium,Nissan,Hyderabad,2012,83000,Diesel,Manual,First,23.08,1461,63.1,5,,3.7
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Mercedes,Coimbatore,2018,10714,Diesel,Automatic,First,19.27,2143,167.62,5,,39.51
Tata Manza Aura Plus Quadrajet BS IV,Tata,Hyderabad,2010,127510,Diesel,Manual,Second,19,1248,90,5,,1.4
Maruti Swift VDI,Maruti,Kolkata,2014,35010,Diesel,Manual,First,22.9,1248,74,5,,3.5
Maruti Swift Dzire 1.2 Lxi BSIV,Maruti,Jaipur,2012,75451,Petrol,Manual,First,17.5,1197,85.8,5,,3.78
Tata Indigo eCS LS (TDI) BS-III,Tata,Pune,2015,83000,Diesel,Manual,First,19.09,1405,69.01,5,,2.7
Honda Amaze S i-Dtech,Honda,Kolkata,2013,38755,Diesel,Manual,First,25.8,1498,98.6,5,,3.2
Maruti Swift VXI BSIV,Maruti,Delhi,2016,30000,Petrol,Manual,First,20.4,1197,81.8,5,,5
Maruti Ertiga ZDI,Maruti,Chennai,2012,40000,Diesel,Manual,First,20.77,1248,88.8,7,,7
Hyundai Grand i10 Era,Hyundai,Kolkata,2014,19500,Petrol,Manual,Second,18.9,1197,82,5,,2.85
Nissan Micra Active XV,Nissan,Ahmedabad,2016,41000,Petrol,Manual,First,19.69,1198,67.04,5,6.78,4.25
Hyundai Grand i10 Asta Option,Hyundai,Bangalore,2014,30000,Petrol,Manual,Second,18.9,1197,82,5,,4.9
Jeep Compass 2.0 Sport,Jeep,Hyderabad,2017,37000,Diesel,Manual,First,17.1,1956,170,5,19.91,16.9
Volkswagen Polo Diesel Comfortline 1.2L,Volkswagen,Delhi,2014,62000,Diesel,Manual,Second,22.07,1199,73.9,5,,4.25
Honda Amaze S AT i-Vtech,Honda,Pune,2015,42023,Petrol,Automatic,First,15.5,1198,86.7,5,,4.34
BMW X3 xDrive20d Advantage Edition,BMW,Kolkata,2012,51001,Diesel,Automatic,First,16.09,1995,184,5,,17
BMW 3 Series 320d Luxury Line,BMW,Kochi,2017,55389,Diesel,Automatic,First,18.88,1995,184,5,,28.45
Honda City V AT,Honda,Kochi,2014,46728,Petrol,Automatic,First,15.6,1497,116.3,5,,6.15
Mahindra Ssangyong Rexton RX5,Mahindra,Kochi,2014,58995,Diesel,Manual,First,12.83,2696,162,7,,9.25
Maruti Swift Dzire LDI,Maruti,Delhi,2015,37857,Diesel,Manual,First,26.59,1248,74,5,,4.85
Maruti Swift VDI BSIV,Maruti,Jaipur,2014,71000,Diesel,Manual,First,25.2,1248,74,5,,4.8
Honda Brio S Option MT,Honda,Pune,2012,49024,Petrol,Manual,First,18.4,1198,86.8,5,,2.3
Hyundai Grand i10 Sportz,Hyundai,Mumbai,2016,10770,Petrol,Manual,First,18.9,1197,82,5,,4.75
Tata Zest Quadrajet 1.3 75PS XM,Tata,Pune,2017,72000,Diesel,Manual,First,22.95,1248,74,5,8.93,5
Hyundai EON Era Plus,Hyundai,Jaipur,2015,91000,Petrol,Manual,First,21.1,814,55.2,5,,2.5
Hyundai i20 1.2 Spotz,Hyundai,Mumbai,2017,14000,Petrol,Manual,First,18.6,1197,81.83,5,,5.95
Volvo S60 D4 KINETIC,Volvo,Delhi,2014,48000,Diesel,Automatic,Second,9,1984,181,5,,16
Ford Ecosport 1.5 DV5 MT Titanium Optional,Ford,Delhi,2014,75136,Diesel,Manual,First,22.7,1498,89.84,5,,6.15
Maruti Ritz VXI,Maruti,Hyderabad,2014,32500,Petrol,Manual,Second,21.1,1197,85.8,5,,4.05
Hyundai i20 1.4 CRDi Magna,Hyundai,Hyderabad,2010,94500,Diesel,Manual,Second,21.9,1396,90,5,,3.1
Maruti Dzire VXI,Maruti,Hyderabad,2013,34900,Petrol,Manual,First,22,1197,81.8,5,7.97,5.49
Porsche Panamera 2010 2013 4S,Porsche,Coimbatore,2010,42400,Petrol,Automatic,Third,8,4806,394.3,4,,42.91
Maruti Swift VDi BSIII W/ ABS,Maruti,Jaipur,2015,50000,Diesel,Manual,First,17.8,1248,75,5,,5.7
Honda Brio S MT,Honda,Kolkata,2014,35000,Petrol,Manual,First,19.4,1198,86.8,5,,2.85
Chevrolet Beat LS,Chevrolet,Bangalore,2012,37000,Petrol,Manual,Second,18.6,1199,79.4,5,,2.35
Hyundai Creta 1.6 SX Plus Petrol Automatic,Hyundai,Coimbatore,2018,32807,Petrol,Automatic,First,13,1591,121.3,5,,14.76
Honda City ZX GXi,Honda,Pune,2008,119000,Petrol,Manual,Second,17.7,1497,78,5,,2.25
Maruti Ritz LXi,Maruti,Mumbai,2016,12000,Petrol,Manual,First,18.5,1197,85.8,5,,3.65
Ford EcoSport 1.5 TDCi Trend,Ford,Delhi,2016,46727,Diesel,Manual,First,22.77,1498,98.59,5,,7.25
BMW 3 Series 320d,BMW,Hyderabad,2010,73336,Diesel,Automatic,First,13.2,1995,170,5,,10.69
Hyundai Verna 1.6 SX VTVT,Hyundai,Mumbai,2014,9000,Petrol,Manual,Second,17.01,1591,121.3,5,,5.5
Toyota Innova 2.5 G4 Diesel 8-seater,Toyota,Chennai,2005,240000,Diesel,Manual,Fourth & Above,12.8,2494,102,8,,5.1
