,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand,Model,Variant,New_Price1
3156,hyundai grand i10 1.2 kappa magna at,Coimbatore,2019,12153,Petrol,Automatic,First,18.9,1197,81.86,5,6.84,hyundai,grand,i10 1.2 kappa magna at,7.98
3157,tata nano twist xt,Hyderabad,2014,16810,Petrol,Manual,First,25.4,624,37.5,4,1.6,tata,nano,twist xt,10.75306548
3158,audi a4 30 tfsi premium plus,Kochi,2017,61221,Petrol,Automatic,First,17.84,1395,147.51,5,21.73,audi,a4,30 tfsi premium plus,47.16
3159,volkswagen polo 1.2 mpi highline,Mumbai,2015,22000,Petrol,Manual,First,16.47,1198,74,5,4.75,volkswagen,polo,1.2 mpi highline,9.71375
3160,maruti alto 800 lxi,Chennai,2015,63714,Petrol,Manual,First,22.74,796,47.3,5,2.45,maruti,alto,800 lxi,4.53
3161,mini cooper 5 door d,Kochi,2019,14857,Diesel,Automatic,First,20.7,1496,113.98,5,31.55,mini,cooper,5 door d,41.98
3162,audi a4 new 2.0 tdi multitronic,Delhi,2012,69000,Diesel,Automatic,Second,15.2,1968,140.8,5,10.25,audi,a4,new 2.0 tdi multitronic,51.385
3163,ford endeavour titanium 4x2,Coimbatore,2019,14648,Diesel,Manual,First,12.62,2198,158,7,27.36,ford,endeavour,titanium 4x2,35.29
3164,ford ecosport 1.5 ti vct mt titanium,Hyderabad,2013,100000,Petrol,Manual,Second,15.8,1499,110,5,6.5,ford,ecosport,1.5 ti vct mt titanium,12.10909091
3165,hyundai grand i10 magna,Jaipur,2016,22000,Petrol,Manual,First,18.9,1197,82,5,4.25,hyundai,grand,i10 magna,7.2952
3167,maruti swift dzire lxi,Kolkata,2015,107000,Petrol,Manual,First,20.85,1197,83.14,5,4,maruti,swift,dzire lxi,7.56375
3168,tata zest revotron 1.2t xm,Kochi,2017,48198,Petrol,Manual,First,17.57,1193,88.7,5,4.65,tata,zest,revotron 1.2t xm,7.63
3169,mercedes-benz new c-class c 220 cdi avantgarde,Delhi,2015,15000,Diesel,Automatic,First,19.27,2143,170,5,28.5,mercedes-benz,new,c-class c 220 cdi avantgarde,49.49
3171,maruti ritz vdi,Hyderabad,2013,85388,Diesel,Manual,First,21.1,1248,73.9,5,3.9,maruti,ritz,vdi,7.55626867
3172,hyundai grand i10 1.2 kappa sportz option,Jaipur,2017,14700,Petrol,Manual,First,18.9,1197,81.86,5,5.6,hyundai,grand,i10 1.2 kappa sportz option,7.2952
3173,maruti dzire ldi,Pune,2012,150000,Diesel,Manual,Third,28.4,1248,73.75,5,2.25,maruti,dzire,ldi,7.91
3174,hyundai verna 1.6 sx,Kolkata,2011,34994,Diesel,Manual,First,22.32,1582,126.32,5,3.9,hyundai,verna,1.6 sx,14.254
3175,jaguar xf diesel,Coimbatore,2014,82536,Diesel,Automatic,First,14.74,2993,270.9,5,28.63,jaguar,xf,diesel,72.64
3176,skoda superb elegance 1.8 tsi at,Delhi,2013,82000,Petrol,Automatic,First,13.7,1798,157.75,5,7.25,skoda,superb,elegance 1.8 tsi at,34.36333333
3177,maruti wagon r lxi,Pune,2006,52000,Petrol,Manual,Second,18.9,998,67.1,5,2,maruti,wagon,r lxi,5.39
3178,volkswagen polo petrol highline 1.2l,Mumbai,2011,20000,Petrol,Manual,First,16.47,1198,73.9,5,3.5,volkswagen,polo,petrol highline 1.2l,9.71375
3179,honda civic 2010-2013 1.8 s mt,Hyderabad,2011,55000,Petrol,Manual,First,14.8,1799,130.2,5,5,honda,civic,2010-2013 1.8 s mt,11.79582001
3180,maruti eeco cng 5 seater ac,Ahmedabad,2015,47001,CNG,Manual,First,20,1196,63,5,3.72,maruti,eeco,cng 5 seater ac,5.36
3181,maruti wagon r vxi,Chennai,2014,52000,Petrol,Manual,First,22.5,998,67.04,5,3.45,maruti,wagon,r vxi,5.51
3182,maruti swift dzire vdi,Kolkata,2013,43284,Diesel,Manual,First,23.4,1248,74,5,4.5,maruti,swift,dzire vdi,7.56375
3183,hyundai creta 1.6 sx plus petrol automatic,Coimbatore,2018,23875,Petrol,Automatic,First,13,1591,121.3,5,14.36,hyundai,creta,1.6 sx plus petrol automatic,15.19333333
3184,hyundai grand i10 asta,Bangalore,2016,51866,Petrol,Manual,First,18.9,1197,82,5,5.5,hyundai,grand,i10 asta,7.2952
3185,nissan micra diesel xv premium,Mumbai,2013,69000,Diesel,Manual,First,23.08,1461,63.1,5,3,nissan,micra,diesel xv premium,8.59
3186,hyundai grand i10 1.2 kappa asta,Coimbatore,2017,62788,Petrol,Manual,First,18.9,1197,81.86,5,6.08,hyundai,grand,i10 1.2 kappa asta,8.1
3187,volkswagen vento diesel highline,Chennai,2013,150000,Diesel,Manual,First,20.54,1598,103.6,5,5,volkswagen,vento,diesel highline,13.81375
3188,toyota fortuner 4x2 at,Kochi,2015,47566,Diesel,Automatic,First,12.55,2982,168.5,7,20.25,toyota,fortuner,4x2 at,36.548
3189,hyundai santro gs zipdrive - euro ii,Chennai,2002,67000,Petrol,Manual,Third,0,999,91.94537954,5,1.2,hyundai,santro,gs zipdrive - euro ii,11.28145047
3190,toyota innova crysta 2.8 gx at,Pune,2018,20300,Diesel,Automatic,First,11.36,2755,171.5,7,18,toyota,innova,crysta 2.8 gx at,20.97
3191,mercedes-benz a class a180 cdi,Pune,2015,48300,Diesel,Automatic,First,20,2143,107.3,5,17.5,mercedes-benz,a,class a180 cdi,34.63
3192,hyundai eon d lite,Pune,2013,30000,Petrol,Manual,First,21.1,814,55.2,5,2.1,hyundai,eon,d lite,11.28145047
3193,hyundai elantra crdi sx,Bangalore,2012,36000,Diesel,Manual,Second,22.7,1582,126.24,5,7.5,hyundai,elantra,crdi sx,22.65
3194,mini cooper 3 door d,Kochi,2015,27641,Diesel,Automatic,Second,20.7,1496,113.98,4,24.77,mini,cooper,3 door d,34.89
3195,renault duster 110ps diesel rxz option,Bangalore,2015,60000,Diesel,Manual,First,19.64,1461,108.45,5,8.65,renault,duster,110ps diesel rxz option,13.87
3197,toyota corolla altis gl mt,Delhi,2014,60750,Petrol,Manual,First,14.28,1798,138.03,5,10.5,toyota,corolla,altis gl mt,20.97
3198,mahindra xuv500 w7,Delhi,2018,9000,Diesel,Manual,First,14,2179,155,7,13,mahindra,xuv500,w7,16.4
3199,bmw 7 series 730ld design pure excellence cbu,Kolkata,2012,41100,Diesel,Automatic,First,16.77,2993,261.49,5,26.5,bmw,7,series 730ld design pure excellence cbu,166
3200,maruti wagon r lx bsiii,Ahmedabad,2004,60000,Petrol,Manual,Second,17.3,1061,64,5,1.4,maruti,wagon,r lx bsiii,5.39
3201,honda city i vtec sv,Kochi,2017,38424,Petrol,Manual,First,17.8,1497,117.3,5,7.51,honda,city,i vtec sv,14.63571429
3202,maruti swift vdi,Delhi,2014,50000,Diesel,Manual,First,22.9,1248,74,5,4.3,maruti,swift,vdi,7.56375
3203,honda city i-vtec cvt vx,Mumbai,2015,19000,Petrol,Automatic,First,18,1497,117.3,5,8.95,honda,city,i-vtec cvt vx,15.29
3204,maruti ertiga vdi,Kochi,2015,58734,Diesel,Manual,First,20.77,1248,88.76,7,6.91,maruti,ertiga,vdi,11.61857143
3205,renault duster 110ps diesel rxz,Coimbatore,2016,65257,Diesel,Manual,First,19.01,1461,108.45,5,9.75,renault,duster,110ps diesel rxz,13.87
3206,maruti swift dzire vdi,Jaipur,2010,130000,Diesel,Manual,Second,19.3,1248,73.9,5,4,maruti,swift,dzire vdi,7.56375
3207,maruti ritz vdi,Hyderabad,2011,79000,Diesel,Manual,First,23.2,1248,73.94,5,3.65,maruti,ritz,vdi,7.55626867
3208,mahindra xuv500 w8 4wd,Chennai,2013,78000,Diesel,Manual,First,15.1,2179,140,7,10.75,mahindra,xuv500,w8 4wd,18.865
3209,honda brio s mt,Kochi,2015,49133,Petrol,Manual,First,19.4,1198,86.8,5,4.51,honda,brio,s mt,6.8825
3210,mercedes-benz m-class ml 350 4matic,Coimbatore,2016,22769,Diesel,Automatic,First,0,2987,165,5,49.22,mercedes-benz,m-class,ml 350 4matic,63.09554084
3211,tata manza club class quadrajet90 ls,Coimbatore,2014,54448,Diesel,Manual,First,21.02,1248,88.8,5,3.7,tata,manza,club class quadrajet90 ls,10.75306548
3212,toyota innova 2.5 v diesel 7-seater,Hyderabad,2014,158793,Diesel,Manual,First,12.8,2494,102,7,12.99,toyota,innova,2.5 v diesel 7-seater,23.61366667
3213,maruti swift vxi,Delhi,2015,62088,Petrol,Manual,First,18.6,1197,85.8,5,4.15,maruti,swift,vxi,7.56375
3214,hyundai verna 1.6 ex vtvt,Kolkata,2012,14800,Petrol,Manual,First,17.01,1591,121.3,5,4.4,hyundai,verna,1.6 ex vtvt,14.254
3215,honda mobilio s i vtec,Kolkata,2015,26000,Petrol,Manual,First,17.3,1497,117.3,7,4.25,honda,mobilio,s i vtec,11.79582001
3216,honda amaze s i-vtech,Mumbai,2017,32005,Petrol,Manual,First,18,1198,86.7,5,4.25,honda,amaze,s i-vtech,8.662857143
3217,honda city i-vtec cvt vx,Jaipur,2017,35000,Petrol,Automatic,First,18,1497,117.3,5,7.7,honda,city,i-vtec cvt vx,14.67
3218,land rover range rover 2.2l dynamic,Pune,2015,52000,Diesel,Automatic,First,12.7,2179,187.7,5,39.75,land,rover,range rover 2.2l dynamic,104.102
3219,honda city i-vtec v,Mumbai,2017,11000,Petrol,Manual,First,17.4,1497,117.3,5,8.5,honda,city,i-vtec v,12.57
3220,mercedes-benz e-class 280 elegance,Jaipur,2008,62000,Petrol,Automatic,First,9.5,2997,231.1,5,7,mercedes-benz,e-class,280 elegance,82.61833333
3221,ford ikon 1.3 flair,Chennai,2002,65134,Petrol,Manual,Third,13.8,1299,70,5,0.8,ford,ikon,1.3 flair,13.57205029
3222,toyota fortuner 4x2 manual,Delhi,2013,71000,Diesel,Manual,First,13,2982,168.5,7,15.25,toyota,fortuner,4x2 manual,36.548
3223,maruti a-star vxi,Hyderabad,2008,51366,Petrol,Manual,First,19,998,66.1,5,2.25,maruti,a-star,vxi,7.55626867
3224,tata sumo ex,Kolkata,2016,46300,Diesel,Manual,First,14.07,1948,83.1,7,4.85,tata,sumo,ex,10.75306548
3225,honda city v at,Coimbatore,2012,60908,Petrol,Automatic,Second,15.6,1497,116.3,5,6.42,honda,city,v at,14.63571429
3226,nissan micra xv d,Chennai,2012,93450,Diesel,Manual,Second,23.19,1461,63.12,5,2.5,nissan,micra,xv d,9.48
3227,hyundai verna sx crdi at,Hyderabad,2011,104000,Diesel,Automatic,First,19.08,1582,126.32,5,5.75,hyundai,verna,sx crdi at,14.254
3228,maruti 800 std,Pune,2003,52000,Petrol,Manual,First,16.1,796,37,4,0.5,maruti,800,std,7.55626867
3229,mahindra xuv500 w8 4wd,Coimbatore,2015,42999,Diesel,Manual,First,15.1,2179,140,7,11.52,mahindra,xuv500,w8 4wd,18.865
3230,maruti sx4 vdi,Delhi,2014,90000,Diesel,Manual,First,21.5,1248,88.8,5,4.5,maruti,sx4,vdi,7.55626867
3231,hyundai i20 sportz at 1.4,Bangalore,2013,72000,Petrol,Automatic,First,15,1396,98.6,5,4.75,hyundai,i20,sportz at 1.4,9.74
3232,hyundai creta 1.6 crdi sx,Coimbatore,2019,54321,Diesel,Manual,First,19.67,1582,126.2,5,13.54,hyundai,creta,1.6 crdi sx,15.19333333
3233,mercedes-benz e-class e250 cdi avantgrade,Kochi,2015,59630,Diesel,Automatic,First,13,2143,201.1,5,23.41,mercedes-benz,e-class,e250 cdi avantgrade,82.61833333
3234,toyota fortuner 4x2 at,Hyderabad,2013,116000,Diesel,Automatic,Second,12.55,2982,168.5,7,19.25,toyota,fortuner,4x2 at,36.548
3235,volvo s60 d4 kinetic,Ahmedabad,2015,34000,Diesel,Automatic,First,9,1984,181,5,20,volvo,s60,d4 kinetic,45.67
3236,mercedes-benz e-class 2009-2013 e250 cdi avantgarde,Delhi,2011,70000,Diesel,Automatic,First,14.21,2143,203,5,13,mercedes-benz,e-class,2009-2013 e250 cdi avantgarde,82.61833333
3237,honda accord 2.4 elegance m/t,Chennai,2010,80000,Petrol,Manual,First,10.2,2354,180,5,3.99,honda,accord,2.4 elegance m/t,11.79582001
3238,honda amaze s i-dtech,Pune,2015,110000,Diesel,Manual,First,25.8,1498,98.6,5,4.65,honda,amaze,s i-dtech,8.662857143
3239,maruti dzire zdi,Ahmedabad,2013,56454,Diesel,Manual,First,28.4,1248,73.75,5,4.65,maruti,dzire,zdi,8.95
3240,maruti swift lxi,Kolkata,2013,60000,Petrol,Manual,First,18.6,1197,85.8,5,3.15,maruti,swift,lxi,7.56375
3241,toyota corolla altis g hv at,Delhi,2013,56000,Petrol,Automatic,First,14.53,1798,138.1,5,8.25,toyota,corolla,altis g hv at,20.97
3242,land rover range rover vogue se 4.4 sdv8,Bangalore,2012,63000,Diesel,Automatic,Second,11.49,4367,335.3,5,65,land,rover,range rover vogue se 4.4 sdv8,104.102
3243,maruti swift vdi,Chennai,2012,63000,Diesel,Manual,First,22.9,1248,74,5,4.5,maruti,swift,vdi,7.56375
3244,jeep compass 2.0 limited option 4x4,Kolkata,2017,15050,Diesel,Manual,First,16.3,1956,170,5,17.5,jeep,compass,2.0 limited option 4x4,23.19
3245,maruti swift vxi bsiv,Mumbai,2016,29401,Petrol,Manual,First,20.4,1197,81.8,5,4.31,maruti,swift,vxi bsiv,7.56375
3246,honda jazz 1.2 sv i vtec,Kochi,2016,25238,Petrol,Manual,First,18.7,1199,88.7,5,6.2,honda,jazz,1.2 sv i vtec,9.431666667
3247,toyota etios gd,Chennai,2011,79000,Diesel,Manual,First,23.59,1364,130.0291489,5,4.67,toyota,etios,gd,7.432
3248,volkswagen polo petrol trendline 1.2l,Kochi,2011,58752,Petrol,Manual,First,16.47,1198,73.9,5,3.32,volkswagen,polo,petrol trendline 1.2l,9.71375
3249,honda civic 2006-2010 1.8 v at,Delhi,2011,62000,Petrol,Automatic,First,12.9,1799,130,5,3.75,honda,civic,2006-2010 1.8 v at,11.79582001
3250,toyota etios g sp,Bangalore,2013,132000,Petrol,Manual,First,16.78,1496,88.73,5,4.7,toyota,etios,g sp,7.432
3251,hyundai verna 1.6 sx vtvt,Chennai,2016,51000,Petrol,Manual,First,17.01,1591,121.3,5,6.5,hyundai,verna,1.6 sx vtvt,14.254
3252,toyota innova 2.5 g4 diesel 8-seater,Hyderabad,2009,185200,Diesel,Manual,First,12.8,2494,102,8,7.25,toyota,innova,2.5 g4 diesel 8-seater,23.61366667
3254,ford freestyle titanium plus petrol,Kolkata,2018,8896,Petrol,Manual,First,19,1194,94.68,5,7.34,ford,freestyle,titanium plus petrol,8.24
3255,maruti baleno alpha 1.2,Delhi,2016,17000,Petrol,Manual,First,21.4,1197,83.1,5,6.9,maruti,baleno,alpha 1.2,8.886666667
3256,honda jazz v,Mumbai,2016,31378,Petrol,Manual,First,18.2,1199,88.7,5,5.9,honda,jazz,v,8.71
3257,hyundai verna 1.6 crdi ex at,Pune,2013,114000,Diesel,Automatic,First,22.32,1582,126.3,5,6.75,hyundai,verna,1.6 crdi ex at,14.254
3258,honda amaze vx i-dtec,Ahmedabad,2014,81000,Diesel,Manual,First,25.8,1498,98.6,5,4.1,honda,amaze,vx i-dtec,8.662857143
3259,audi q3 30 tdi premium fwd,Mumbai,2017,31000,Diesel,Automatic,First,18.51,1968,147.51,5,27,audi,q3,30 tdi premium fwd,44.75
3260,skoda rapid 2013-2016 1.6 mpi ambition,Mumbai,2014,35000,Petrol,Manual,First,15,1598,103.52,5,4.5,skoda,rapid,2013-2016 1.6 mpi ambition,14.132
3261,audi a4 2.0 tdi 177 bhp premium plus,Kolkata,2013,60001,Diesel,Automatic,First,17.11,1968,174.33,5,14.5,audi,a4,2.0 tdi 177 bhp premium plus,51.385
3262,maruti swift dzire vdi,Jaipur,2014,75074,Diesel,Manual,First,23.4,1248,74,5,5.25,maruti,swift,dzire vdi,7.56375
3263,tata indica vista quadrajet ls,Kolkata,2012,80000,Diesel,Manual,Second,22.3,1248,74,5,1.2,tata,indica,vista quadrajet ls,10.75306548
3264,toyota innova 2.5 g (diesel) 8 seater,Jaipur,2006,147350,Diesel,Manual,Second,12.99,2494,100.6,8,4.95,toyota,innova,2.5 g (diesel) 8 seater,23.61366667
3265,renault duster 110ps diesel rxz plus,Hyderabad,2013,60000,Diesel,Manual,First,19.64,1461,108.45,5,7.5,renault,duster,110ps diesel rxz plus,13.87
3266,mercedes-benz e-class e400 cabriolet,Kolkata,2015,7501,Petrol,Automatic,First,10,2996,333,4,48,mercedes-benz,e-class,e400 cabriolet,87.57
3267,honda amaze s i-dtech,Delhi,2015,58000,Diesel,Manual,First,25.8,1498,98.6,5,4.45,honda,amaze,s i-dtech,8.662857143
3268,mercedes-benz gle 350d,Coimbatore,2018,29277,Diesel,Automatic,First,11.57,2987,254.79,5,59.65,mercedes-benz,gle,350d,95.13
3269,maruti ritz vdi,Kochi,2015,57034,Diesel,Manual,First,23.2,1248,73.94,5,4.38,maruti,ritz,vdi,7.55626867
3270,maruti ciaz zdi plus shvs,Kochi,2016,40810,Diesel,Manual,First,28.09,1248,88.5,5,7.9,maruti,ciaz,zdi plus shvs,11.04333333
3271,hyundai santro xing gl,Bangalore,2008,35268,Petrol,Manual,Second,0,1086,62,5,1.88,hyundai,santro,xing gl,11.28145047
3272,bmw 5 series 520d sedan,Mumbai,2008,81000,Diesel,Automatic,Second,18.48,2290.490323,206.6509032,5,10.5,bmw,5,series 520d sedan,67.24571429
3273,maruti baleno delta cvt,Coimbatore,2018,34630,Petrol,Automatic,First,21.4,1197,83.1,5,7.29,maruti,baleno,delta cvt,8.57
3274,ford fiesta diesel titanium plus,Hyderabad,2012,45122,Diesel,Manual,First,23.5,1498,88.7,5,6,ford,fiesta,diesel titanium plus,13.57205029
3275,mahindra xuv500 w8 2wd,Chennai,2011,126000,Diesel,Manual,Third,16,2179,140,7,6.7,mahindra,xuv500,w8 2wd,18.865
3276,maruti alto lxi,Jaipur,2009,63000,Petrol,Manual,First,19.7,796,46.3,5,1.5,maruti,alto,lxi,4.53
3277,mini cooper 3 door d,Kochi,2016,32298,Diesel,Automatic,First,20.7,1496,113.98,4,23.8,mini,cooper,3 door d,35
3278,mahindra xuv500 w8 4wd,Kochi,2014,63288,Diesel,Manual,First,15.1,2179,140,7,7.77,mahindra,xuv500,w8 4wd,18.865
3279,hyundai santro xing gls,Coimbatore,2012,43337,Petrol,Manual,First,17.92,1086,62.1,5,3.32,hyundai,santro,xing gls,11.28145047
3280,maruti swift vdi,Kochi,2015,46561,Diesel,Manual,First,22.9,1248,74,5,4.94,maruti,swift,vdi,7.56375
3281,mercedes-benz a class a180 cdi,Delhi,2013,34000,Diesel,Automatic,Second,20,2143,107.3,5,11,mercedes-benz,a,class a180 cdi,34.63
3282,renault kwid rxt,Hyderabad,2016,48000,Petrol,Manual,First,25.17,799,53.3,5,3.4,renault,kwid,rxt,4.834285714
3283,maruti swift vdi,Kochi,2013,56263,Diesel,Manual,First,22.9,1248,74,5,4.17,maruti,swift,vdi,7.56375
3284,maruti zen lxi,Hyderabad,2005,84060,Petrol,Manual,Second,17.3,993,60,5,1.25,maruti,zen,lxi,7.55626867
3285,hyundai grand i10 magna at,Mumbai,2016,9000,Petrol,Automatic,First,18.9,1197,82,5,5.45,hyundai,grand,i10 magna at,7.2952
3286,tata manza aura quadrajet bs iv,Jaipur,2012,79000,Diesel,Manual,First,21.12,1248,88.8,5,2.59,tata,manza,aura quadrajet bs iv,10.75306548
3287,mahindra xuv500 w10 awd,Pune,2015,87900,Diesel,Manual,First,16,2179,140,7,12.01,mahindra,xuv500,w10 awd,18.865
3288,maruti swift dzire 1.2 vxi bsiv,Delhi,2010,72425,Petrol,Manual,Second,17.5,1197,85.8,5,2.45,maruti,swift,dzire 1.2 vxi bsiv,7.56375
3289,audi q3 35 tdi quattro premium plus,Bangalore,2015,38000,Diesel,Automatic,First,15.73,1968,174.33,5,29,audi,q3,35 tdi quattro premium plus,46.42
3290,ford fiesta 1.4 sxi tdci,Hyderabad,2008,83000,Diesel,Manual,Second,17.8,1399,96.20556886,5,2.4,ford,fiesta,1.4 sxi tdci,13.57205029
3291,mercedes-benz new c-class c 220 cdi elegance at,Hyderabad,2010,107000,Diesel,Automatic,First,14.84,2143,170,5,11.99,mercedes-benz,new,c-class c 220 cdi elegance at,49.49
3292,honda city i vtec cvt vx,Delhi,2015,51000,Petrol,Automatic,First,18,1497,117.3,5,7.9,honda,city,i vtec cvt vx,14.63571429
3293,toyota innova 2.5 gx 7 str,Pune,2010,140000,Diesel,Manual,Third,12.8,2494,102,7,6.25,toyota,innova,2.5 gx 7 str,23.61366667
3295,maruti wagon r lxi cng,Delhi,2013,62000,CNG,Manual,First,26.6,998,58.16,5,2.8,maruti,wagon,r lxi cng,5.39
3296,honda jazz 1.2 s i vtec,Mumbai,2015,31000,Petrol,Manual,First,18.7,1199,88.7,5,4.9,honda,jazz,1.2 s i vtec,9.431666667
3297,nissan micra xl primo,Jaipur,2010,75055,Petrol,Manual,First,18.06,1198,75,5,2.25,nissan,micra,xl primo,8.59
3298,maruti ciaz at zxi,Coimbatore,2017,51210,Petrol,Automatic,First,19.12,1373,91.1,5,8.89,maruti,ciaz,at zxi,11.04333333
3299,toyota fortuner 4x2 at,Mumbai,2012,87000,Diesel,Automatic,First,12.55,2982,168.5,7,15,toyota,fortuner,4x2 at,36.548
3300,ford aspire ambiente diesel,Kolkata,2018,17000,Diesel,Manual,First,26.1,1498,99,5,5.65,ford,aspire,ambiente diesel,7.56
3301,maruti ertiga zdi,Jaipur,2014,57000,Diesel,Manual,First,20.77,1248,88.8,7,7,maruti,ertiga,zdi,11.61857143
3302,maruti alto 800 lxi,Hyderabad,2016,9370,Petrol,Manual,First,22.74,796,47.3,5,2.95,maruti,alto,800 lxi,4.53
3303,honda brio v mt,Chennai,2013,53226,Petrol,Manual,First,19.4,1198,86.8,5,3.3,honda,brio,v mt,6.8825
3304,hyundai verna transform crdi vgt sx abs,Hyderabad,2010,120000,Diesel,Manual,Second,16.2,1493,110,5,3.5,hyundai,verna,transform crdi vgt sx abs,14.254
3305,honda city 1.5 gxi,Jaipur,2007,75055,Petrol,Manual,First,12.8,1493,100,5,2.3,honda,city,1.5 gxi,14.63571429
3306,hyundai creta 1.6 crdi sx,Coimbatore,2017,37247,Diesel,Manual,First,19.67,1582,126.2,5,13.69,hyundai,creta,1.6 crdi sx,15.19333333
3307,toyota etios liva gd,Delhi,2013,64000,Diesel,Manual,First,23.59,1364,67.06,5,3.1,toyota,etios,liva gd,7.432
3309,hyundai creta 1.6 crdi sx option,Pune,2017,40158,Diesel,Manual,First,19.67,1582,126.2,5,13.75,hyundai,creta,1.6 crdi sx option,15.19333333
3310,honda jazz 1.2 sv i vtec,Chennai,2017,11000,Petrol,Manual,First,18.7,1199,88.7,5,6.75,honda,jazz,1.2 sv i vtec,9.431666667
3311,volkswagen vento diesel comfortline,Chennai,2014,70010,Diesel,Manual,First,20.54,1598,103.6,5,5.25,volkswagen,vento,diesel comfortline,13.81375
3312,mahindra xuv500 w6 2wd,Mumbai,2015,82000,Diesel,Manual,First,16,2179,140,7,8.75,mahindra,xuv500,w6 2wd,18.865
3313,mahindra tuv 300 2015-2019 t8,Kochi,2017,57259,Diesel,Manual,First,18.49,1493,100,7,8.87,mahindra,tuv,300 2015-2019 t8,15.5675283
3314,honda accord 2001-2003 2.3 vti l at,Bangalore,2010,84000,Petrol,Automatic,Second,11.1,2354,142,5,6.5,honda,accord,2001-2003 2.3 vti l at,11.79582001
3315,maruti ertiga vdi,Pune,2012,168000,Diesel,Manual,First,20.77,1248,88.76,7,4.5,maruti,ertiga,vdi,11.61857143
3316,mahindra ssangyong rexton rx5,Hyderabad,2012,73670,Diesel,Manual,First,12.83,2696,162,7,12.5,mahindra,ssangyong,rexton rx5,15.5675283
3317,toyota fortuner 4x2 at,Delhi,2014,89540,Diesel,Automatic,First,12.55,2982,168.5,7,16.8,toyota,fortuner,4x2 at,36.548
3318,maruti ertiga zdi,Hyderabad,2016,85423,Diesel,Manual,First,20.77,1248,88.8,7,8.75,maruti,ertiga,zdi,11.61857143
3319,hyundai elantra crdi sx at,Pune,2013,48823,Diesel,Automatic,First,19.5,1582,126.24,5,8.5,hyundai,elantra,crdi sx at,22.65
3320,hyundai i10 magna 1.2,Kolkata,2011,35082,Petrol,Manual,First,20.36,1197,78.9,5,2.21,hyundai,i10,magna 1.2,11.28145047
3321,maruti omni mpi std bsiv,Jaipur,2012,126000,Petrol,Manual,First,16.8,796,34.2,5,1.6,maruti,omni,mpi std bsiv,7.55626867
3322,honda amaze vx at i-vtech,Delhi,2016,19000,Petrol,Automatic,First,15.5,1198,86.7,5,6.25,honda,amaze,vx at i-vtech,8.662857143
3323,honda civic 2006-2010 1.8 v at,Mumbai,2007,69000,Petrol,Automatic,Second,12.9,1799,130,5,2.25,honda,civic,2006-2010 1.8 v at,11.79582001
3324,mercedes-benz cla 200 cdi sport,Kochi,2019,29836,Diesel,Automatic,First,17.9,2143,136,5,25.75,mercedes-benz,cla,200 cdi sport,43.07
3325,skoda superb 1.8 tfsi mt,Ahmedabad,2010,48002,Petrol,Manual,Second,13.14,1798,157.8,5,6.75,skoda,superb,1.8 tfsi mt,34.36333333
3326,maruti ciaz zdi plus shvs,Ahmedabad,2015,52324,Diesel,Manual,First,28.09,1248,88.5,5,6.25,maruti,ciaz,zdi plus shvs,11.04333333
3327,ford ecosport 1.5 dv5 mt titanium optional,Delhi,2013,65000,Diesel,Manual,First,22.7,1498,89.84,5,5.1,ford,ecosport,1.5 dv5 mt titanium optional,12.10909091
3328,mercedes-benz m-class ml 320 cdi,Mumbai,2009,66000,Diesel,Automatic,Second,8.7,2987,224.34,5,10.75,mercedes-benz,m-class,ml 320 cdi,63.09554084
3329,hyundai grand i10 crdi sportz,Hyderabad,2016,75700,Diesel,Manual,First,24,1120,70,5,5.7,hyundai,grand,i10 crdi sportz,7.2952
3330,volkswagen vento diesel breeze,Bangalore,2013,43000,Diesel,Manual,First,20.5,1598,105,5,5.95,volkswagen,vento,diesel breeze,13.81375
3332,mahindra quanto c6,Mumbai,2013,35000,Diesel,Manual,First,17.21,1493,100,7,3.49,mahindra,quanto,c6,15.5675283
3333,hyundai i10 asta 1.2 at with sunroof,Hyderabad,2011,54348,Petrol,Automatic,First,19.2,1197,80,5,4,hyundai,i10,asta 1.2 at with sunroof,11.28145047
3334,toyota etios liva 1.4 gd,Delhi,2013,84000,Diesel,Manual,First,23.59,1364,67.04,5,3.85,toyota,etios,liva 1.4 gd,7.83
3335,toyota corolla altis 2008-2013 1.8 vl at,Mumbai,2010,63298,Petrol,Automatic,First,14.53,1794,138.1,5,3.95,toyota,corolla,altis 2008-2013 1.8 vl at,20.97
3336,hyundai i10 magna 1.2,Jaipur,2013,75049,Petrol,Manual,Second,20.36,1197,78.9,5,3,hyundai,i10,magna 1.2,11.28145047
